date,births
1970-07-31,11108
1970-08-01,11234
1970-08-02,10516
1970-08-03,9380
1970-08-04,9020
1970-08-05,10518
1970-08-06,11292
1970-08-07,10896
1970-08-08,10716
1970-08-09,10862
1970-08-10,9690
1970-08-11,9184
1970-08-12,10568
1970-08-13,11828
1970-08-14,11078
1970-08-15,11048
1970-08-16,10938
1970-08-17,9966
1970-08-18,9520
1970-08-19,10982
1970-08-20,11448
1970-08-21,10682
1970-08-22,10844
1970-08-23,10956
1970-08-24,9866
1970-08-25,9466
1970-08-26,11052
1970-08-27,11858
1970-08-28,11354
1970-08-29,11056
1970-08-30,11300
1970-09-01,10416
1970-09-02,9282
1970-09-03,11180
1970-09-04,11180
1970-09-05,10872
1970-09-06,10836
1970-09-07,11022
1970-09-08,10232
1970-09-09,9458
1970-09-10,10846
1970-09-11,11566
1970-09-12,11484
1970-09-13,11060
1970-09-14,11538
1970-09-15,10236
1970-09-16,9616
1970-09-17,11032
1970-09-18,11648
1970-09-19,11134
1970-09-20,10868
1970-09-21,11050
1970-09-22,9958
1970-09-23,9274
1970-09-24,10456
1970-09-25,11384
1970-09-26,11306
1970-09-27,10664
1970-09-28,11004
1970-09-29,10042
1970-09-30,9392
1970-10-01,11078
1970-10-03,11350
1970-10-04,10936
1970-10-05,11088
1970-10-06,11366
1970-10-07,10216
1970-10-08,9486
1970-10-09,9564
1970-10-10,11310
1970-10-11,11860
1970-10-12,11654
1970-10-13,11592
1970-10-14,10218
1970-10-15,9544
1970-10-16,11304
1970-10-17,11904
1970-10-18,11704
1970-10-19,11472
1970-10-20,11546
1970-10-21,10492
1970-10-22,9976
1970-10-23,11614
1970-10-24,12466
1970-10-25,11798
1970-10-26,11448
1970-10-27,11916
1970-10-28,10404
1970-10-29,9816
1970-10-30,11340
1970-10-31,11564
1970-11-01,11244
1970-11-04,10782
1970-11-05,11210
1970-11-06,10492
1970-11-07,9372
1970-11-08,11048
1970-11-09,11582
1970-11-10,11020
1970-11-11,10772
1970-11-12,11196
1970-11-13,9790
1970-11-14,9214
1970-11-15,11016
1970-11-16,11236
1970-11-17,10882
1970-11-18,10644
1970-11-19,10704
1970-11-20,9490
1970-11-21,8924
1970-11-22,10500
1970-11-23,11138
1970-11-24,10716
1970-11-25,10478
1970-11-26,10654
1970-11-27,9598
1970-11-28,9266
1970-11-29,10616
1970-11-30,10956
1970-12-01,10262
1970-12-02,10122
1970-12-03,10614
1970-12-04,9592
1970-12-06,9070
1970-12-07,10568
1970-12-08,11146
1970-12-09,10622
1970-12-10,10454
1970-12-11,10722
1970-12-12,9460
1970-12-13,9132
1970-12-14,10562
1970-12-15,11328
1970-12-16,10612
1970-12-17,10704
1970-12-18,10850
1970-12-19,9828
1970-12-20,9282
1970-12-21,10690
1970-12-22,11182
1970-12-23,10914
1970-12-24,10828
1970-12-25,11126
1970-12-26,9926
1970-12-27,8926
1970-12-28,10940
1970-12-29,11152
1970-12-30,10542
1970-12-31,8712
1971-01-01,10038
1971-01-02,9670
1971-01-03,9190
1971-01-04,11126
1971-01-07,11328
1971-01-08,11180
1971-01-09,10368
1971-01-10,10872
1971-01-11,9610
1971-01-12,9272
1971-01-13,10720
1971-01-14,11220
1971-01-15,10708
1971-01-16,10756
1971-01-17,10704
1971-01-18,10040
1971-01-19,9204
1971-01-20,11070
1971-01-21,11884
1971-01-22,11586
1971-01-23,11234
1971-01-24,11708
1971-01-25,10518
1971-01-26,9322
1971-01-27,11372
1971-01-28,11008
1971-01-29,10070
1971-01-30,9120
1971-01-31,8490
1971-02-01,9366
1971-02-02,9314
1971-02-03,11640
1971-02-04,12448
1971-02-05,11932
1971-02-06,11210
1971-02-08,8848
1971-02-09,9226
1971-02-10,8798
1971-02-11,10044
1971-02-12,10538
1971-02-13,10146
1971-02-14,10030
1971-02-15,10486
1971-02-16,9280
1971-02-17,9116
1971-02-18,10824
1971-02-19,11064
1971-02-20,10664
1971-02-21,10364
1971-02-22,10874
1971-02-23,9590
1971-02-24,8806
1971-02-25,10974
1971-02-26,11020
1971-02-27,10598
1971-02-28,10492
1971-03-01,10730
1971-03-02,9802
1971-03-03,8994
1971-03-04,10558
1971-03-05,10996
1971-03-06,10442
1971-03-07,10392
1971-03-08,10274
1971-03-09,9772
1971-03-10,9064
1971-03-12,10410
1971-03-13,10804
1971-03-14,10296
1971-03-15,10170
1971-03-16,10868
1971-03-17,9478
1971-03-18,9038
1971-03-19,10266
1971-03-20,10778
1971-03-21,10354
1971-03-22,10372
1971-03-23,10786
1971-03-24,9314
1971-03-25,9068
1971-03-26,10056
1971-03-27,10514
1971-03-28,10442
1971-03-29,10228
1971-03-30,10472
1971-03-31,9502
1971-04-01,9194
1971-04-02,10752
1971-04-03,10782
1971-04-04,10532
1971-04-05,10402
1971-04-06,10738
1971-04-07,9586
1971-04-08,8810
1971-04-11,5036
1971-04-12,10260
1971-04-13,10694
1971-04-14,10414
1971-04-15,10254
1971-04-16,10092
1971-04-17,9180
1971-04-18,9218
1971-04-19,10444
1971-04-20,10690
1971-04-21,10414
1971-04-22,10382
1971-04-23,9984
1971-04-24,9142
1971-04-25,9634
1971-04-26,10266
1971-04-27,10358
1971-04-28,10044
1971-04-29,10100
1971-04-30,9948
1971-05-01,8832
1971-05-02,9278
1971-05-03,10360
1971-05-04,10154
1971-05-05,9858
1971-05-06,9832
1971-05-07,9380
1971-05-08,8742
1971-05-09,9362
1971-05-10,10462
1971-05-11,10222
1971-05-12,5258
1971-05-13,4818
1971-05-14,9958
1971-05-15,9502
1971-05-16,8710
1971-05-17,9184
1971-05-18,10096
1971-05-19,10178
1971-05-20,9778
1971-05-21,9642
1971-05-22,9170
1971-05-23,8446
1971-05-24,8840
1971-05-25,9986
1971-05-26,10180
1971-05-27,9796
1971-05-28,9794
1971-05-29,9460
1971-05-30,8524
1971-05-31,9156
1971-06-01,9830
1971-06-02,10278
1971-06-03,9776
1971-06-04,9702
1971-06-05,9334
1971-06-06,8398
1971-06-07,8976
1971-06-08,10238
1971-06-09,10104
1971-06-10,9608
1971-06-11,9812
1971-06-12,4994
1971-06-14,4312
1971-06-15,8398
1971-06-16,8586
1971-06-17,9472
1971-06-18,9654
1971-06-19,9190
1971-06-20,9610
1971-06-21,9174
1971-06-22,8462
1971-06-23,8866
1971-06-24,9704
1971-06-25,9968
1971-06-26,9586
1971-06-27,9384
1971-06-28,9120
1971-06-29,8246
1971-06-30,8796
1971-07-01,10178
1971-07-02,9984
1971-07-03,9726
1971-07-04,9560
1971-07-05,8920
1971-07-06,8024
1971-07-07,8842
1971-07-08,10028
1971-07-09,9866
1971-07-10,9776
1971-07-11,9532
1971-07-12,9248
1971-07-13,8140
1971-07-14,8060
1971-07-15,4478
1971-07-16,4852
1971-07-17,9780
1971-07-18,9918
1971-07-19,10234
1971-07-20,9524
1971-07-21,8802
1971-07-22,8818
1971-07-23,10164
1971-07-24,9802
1971-07-25,9670
1971-07-26,9550
1971-07-27,9576
1971-07-28,8304
1971-07-29,8866
1971-07-30,9760
1971-07-31,9990
1971-08-01,9686
1971-08-02,9768
1971-08-03,9154
1971-08-04,8482
1971-08-05,8900
1971-08-06,9978
1971-08-07,9698
1971-08-08,9738
1971-08-09,9968
1971-08-10,9578
1971-08-11,8570
1971-08-12,8940
1971-08-13,10146
1971-08-14,10092
1971-08-15,5166
1971-08-17,10130
1971-08-18,10014
1971-08-19,8696
1971-08-20,8126
1971-08-21,8646
1971-08-22,10180
1971-08-23,10542
1971-08-24,10176
1971-08-25,10496
1971-08-26,9160
1971-08-27,8474
1971-08-28,9928
1971-08-29,10506
1971-08-30,10494
1971-08-31,10064
1971-09-01,10550
1971-09-02,9424
1971-09-03,8608
1971-09-04,9974
1971-09-05,10460
1971-09-06,10414
1971-09-07,10264
1971-09-08,10540
1971-09-09,9454
1971-09-10,8650
1971-09-11,10256
1971-09-12,10786
1971-09-13,10330
1971-09-14,10274
1971-09-15,10572
1971-09-16,9308
1971-09-18,8574
1971-09-19,10324
1971-09-20,10940
1971-09-21,10532
1971-09-22,9980
1971-09-23,10258
1971-09-24,9448
1971-09-25,9104
1971-09-26,10336
1971-09-27,11164
1971-09-28,10846
1971-09-29,10282
1971-09-30,10368
1971-10-01,9620
1971-10-02,8836
1971-10-03,10178
1971-10-04,10626
1971-10-05,10442
1971-10-06,10386
1971-10-07,10870
1971-10-08,9654
1971-10-09,8866
1971-10-10,10398
1971-10-11,10704
1971-10-12,10334
1971-10-13,10544
1971-10-14,10394
1971-10-15,9524
1971-10-16,8720
1971-10-17,10068
1971-10-18,10766
1971-10-20,10416
1971-10-21,10218
1971-10-22,10788
1971-10-23,9566
1971-10-24,8852
1971-10-25,9252
1971-10-26,10854
1971-10-27,10988
1971-10-28,10982
1971-10-29,10910
1971-10-30,9542
1971-10-31,8916
1971-11-01,10582
1971-11-02,11034
1971-11-03,10716
1971-11-04,10780
1971-11-05,11004
1971-11-06,9882
1971-11-07,9110
1971-11-08,10702
1971-11-09,11064
1971-11-10,10586
1971-11-11,10708
1971-11-12,10862
1971-11-13,9584
1971-11-14,9380
1971-11-15,10786
1971-11-16,11472
1971-11-17,10990
1971-11-18,10908
1971-11-21,10922
1971-11-22,9606
1971-11-23,8800
1971-11-24,10606
1971-11-25,10874
1971-11-26,10344
1971-11-27,10292
1971-11-28,10396
1971-11-29,9070
1971-11-30,9060
1971-12-01,10266
1971-12-02,10530
1971-12-03,10210
1971-12-04,10186
1971-12-05,10180
1971-12-06,9150
1971-12-07,8504
1971-12-08,10198
1971-12-09,10490
1971-12-10,9870
1971-12-11,9990
1971-12-12,10042
1971-12-13,8732
1971-12-14,8416
1971-12-15,9566
1971-12-16,10054
1971-12-17,9896
1971-12-18,9802
1971-12-19,9922
1971-12-20,8614
1971-12-21,8616
1971-12-23,9636
1971-12-24,9966
1971-12-25,9794
1971-12-26,9516
1971-12-27,9862
1971-12-28,8700
1971-12-29,8232
1971-12-30,9740
1971-12-31,10166
1972-01-01,9690
1972-01-02,9560
1972-01-03,10108
1972-01-04,8848
1972-01-05,8358
1972-01-06,9860
1972-01-07,10138
1972-01-08,9726
1972-01-09,9838
1972-01-10,10136
1972-01-11,8932
1972-01-12,8286
1972-01-13,9894
1972-01-14,10132
1972-01-15,9586
1972-01-16,7566
1972-01-17,9142
1972-01-18,8562
1972-01-19,8240
1972-01-20,9748
1972-01-21,9766
1972-01-24,9634
1972-01-25,9166
1972-01-26,9292
1972-01-27,8792
1972-01-28,8254
1972-01-29,9732
1972-01-30,10026
1972-01-31,9564
1972-02-01,9526
1972-02-02,9878
1972-02-03,8588
1972-02-04,8102
1972-02-05,9502
1972-02-06,10186
1972-02-07,9886
1972-02-08,9770
1972-02-09,9936
1972-02-10,8522
1972-02-11,7952
1972-02-12,10102
1972-02-13,10306
1972-02-14,9018
1972-02-15,8266
1972-02-16,7826
1972-02-17,7240
1972-02-18,7620
1972-02-19,9692
1972-02-20,10494
1972-02-21,10180
1972-02-22,10156
1972-02-23,9174
1972-02-25,7693
1972-02-26,7795
1972-02-27,8936
1972-02-28,9241
1972-02-29,8952
1972-03-01,8738
1972-03-02,9330
1972-03-03,8242
1972-03-04,7911
1972-03-05,9347
1972-03-06,9788
1972-03-07,9312
1972-03-08,9285
1972-03-09,9622
1972-03-10,8035
1972-03-11,7664
1972-03-12,9422
1972-03-13,9872
1972-03-14,9426
1972-03-15,9341
1972-03-16,9368
1972-03-17,8810
1972-03-18,8148
1972-03-19,9646
1972-03-20,9778
1972-03-21,9156
1972-03-22,9056
1972-03-23,9177
1972-03-24,8232
1972-03-25,7926
1972-03-26,9271
1972-03-28,9663
1972-03-29,9370
1972-03-30,9227
1972-03-31,9359
1972-04-01,8323
1972-04-02,7965
1972-04-03,9295
1972-04-04,9598
1972-04-05,9000
1972-04-06,8945
1972-04-07,9357
1972-04-08,8571
1972-04-09,8009
1972-04-10,9864
1972-04-11,9667
1972-04-12,9574
1972-04-13,9425
1972-04-14,9652
1972-04-15,8350
1972-04-16,7936
1972-04-17,8807
1972-04-18,9715
1972-04-19,9357
1972-04-20,9239
1972-04-21,9495
1972-04-22,8601
1972-04-23,7591
1972-04-24,9297
1972-04-25,9582
1972-04-28,9621
1972-04-29,9275
1972-04-30,9605
1972-05-01,8424
1972-05-02,7720
1972-05-03,9126
1972-05-04,9482
1972-05-05,9231
1972-05-06,8905
1972-05-07,9110
1972-05-08,8243
1972-05-09,7865
1972-05-10,9267
1972-05-11,9593
1972-05-12,9246
1972-05-13,9046
1972-05-14,9489
1972-05-15,8076
1972-05-16,7658
1972-05-17,8805
1972-05-18,9060
1972-05-19,8921
1972-05-20,8878
1972-05-21,8893
1972-05-22,7926
1972-05-23,7549
1972-05-24,9083
1972-05-25,9267
1972-05-26,8881
1972-05-27,8644
1972-05-28,8740
1972-05-30,7558
1972-05-31,7359
1972-06-01,8704
1972-06-02,9321
1972-06-03,8887
1972-06-04,8971
1972-06-05,8970
1972-06-06,7891
1972-06-07,7535
1972-06-08,8698
1972-06-09,9180
1972-06-10,8967
1972-06-11,8987
1972-06-12,9192
1972-06-13,8107
1972-06-14,7565
1972-06-15,8859
1972-06-16,9301
1972-06-17,8827
1972-06-18,8828
1972-06-19,8719
1972-06-20,7833
1972-06-21,7335
1972-06-22,8906
1972-06-23,9313
1972-06-24,8644
1972-06-25,8719
1972-06-26,8852
1972-06-27,7807
1972-06-28,7212
1972-07-01,9045
1972-07-02,9333
1972-07-03,9100
1972-07-04,8754
1972-07-05,8919
1972-07-06,7789
1972-07-07,7607
1972-07-08,8976
1972-07-09,9274
1972-07-10,8908
1972-07-11,8746
1972-07-12,9080
1972-07-13,8026
1972-07-14,7529
1972-07-15,9059
1972-07-16,9373
1972-07-17,9107
1972-07-18,8809
1972-07-19,9016
1972-07-20,8032
1972-07-21,7368
1972-07-22,9248
1972-07-23,9655
1972-07-24,9146
1972-07-25,9293
1972-07-26,8986
1972-07-27,7975
1972-07-28,7607
1972-07-29,7852
1972-07-30,9202
1972-07-31,9451
1972-08-02,9177
1972-08-03,8857
1972-08-04,8075
1972-08-05,7587
1972-08-06,8727
1972-08-07,9273
1972-08-08,9083
1972-08-09,8764
1972-08-10,9117
1972-08-11,8135
1972-08-12,7338
1972-08-13,8697
1972-08-14,9204
1972-08-15,8860
1972-08-16,8931
1972-08-17,9198
1972-08-18,7780
1972-08-19,7438
1972-08-20,8850
1972-08-21,9169
1972-08-22,8832
1972-08-23,8539
1972-08-24,8787
1972-08-25,7905
1972-08-26,7587
1972-08-27,9199
1972-08-28,9415
1972-08-29,9275
1972-08-30,9215
1972-08-31,9179
1972-09-02,4151
1972-09-03,8026
1972-09-04,8320
1972-09-05,8487
1972-09-06,8539
1972-09-07,8898
1972-09-08,9438
1972-09-09,9174
1972-09-10,8049
1972-09-11,8391
1972-09-12,9527
1972-09-13,9700
1972-09-14,9496
1972-09-15,9550
1972-09-16,9263
1972-09-17,8308
1972-09-18,8805
1972-09-19,9541
1972-09-20,9488
1972-09-21,9399
1972-09-22,9700
1972-09-23,9061
1972-09-24,8306
1972-09-25,8644
1972-09-26,9504
1972-09-27,9504
1972-09-28,9440
1972-09-29,9418
1972-09-30,8922
1972-10-01,8096
1972-10-02,8283
1972-10-03,4824
1972-10-04,4814
1972-10-05,9661
1972-10-06,9234
1972-10-07,9470
1972-10-08,8997
1972-10-09,8311
1972-10-10,8506
1972-10-11,9545
1972-10-12,9874
1972-10-13,9453
1972-10-14,9344
1972-10-15,8958
1972-10-16,8417
1972-10-17,8808
1972-10-18,9891
1972-10-19,9991
1972-10-20,9475
1972-10-21,9823
1972-10-22,9143
1972-10-23,8517
1972-10-24,8937
1972-10-25,9846
1972-10-26,9822
1972-10-27,9490
1972-10-28,9670
1972-10-29,9093
1972-10-30,8316
1972-10-31,9000
1972-11-01,9863
1972-11-02,9853
1972-11-03,9513
1972-11-04,4911
1972-11-05,4649
1972-11-06,8910
1972-11-07,8294
1972-11-08,8101
1972-11-09,8931
1972-11-10,9870
1972-11-11,9799
1972-11-12,9876
1972-11-13,9609
1972-11-14,8614
1972-11-15,8778
1972-11-16,9911
1972-11-17,9987
1972-11-18,9864
1972-11-19,10181
1972-11-20,9814
1972-11-21,8716
1972-11-22,9333
1972-11-23,9950
1972-11-24,10056
1972-11-25,9727
1972-11-26,9840
1972-11-27,9257
1972-11-28,8527
1972-11-29,9301
1972-11-30,9860
1972-12-01,10121
1972-12-02,9802
1972-12-03,9595
1972-12-04,9248
1972-12-05,4493
1972-12-07,3818
1972-12-08,8845
1972-12-09,9567
1972-12-10,9688
1972-12-11,9373
1972-12-12,9604
1972-12-13,9091
1972-12-14,8076
1972-12-15,8509
1972-12-16,9463
1972-12-17,9492
1972-12-18,9403
1972-12-19,9260
1972-12-20,8905
1972-12-21,8053
1972-12-22,8489
1972-12-23,9166
1972-12-24,9281
1972-12-25,8959
1972-12-26,9087
1972-12-27,8600
1972-12-28,7791
1972-12-29,8259
1972-12-30,9188
1972-12-31,9039
1973-01-01,9229
1973-01-02,8916
1973-01-03,8569
1973-01-04,7907
1973-01-05,8331
1973-01-06,9166
1973-01-07,4755
1973-01-08,4459
1973-01-09,8934
1973-01-10,8999
1973-01-11,8770
1973-01-12,7715
1973-01-13,8234
1973-01-14,9371
1973-01-15,9428
1973-01-16,9181
1973-01-17,9072
1973-01-18,9006
1973-01-19,8211
1973-01-20,8307
1973-01-21,9250
1973-01-22,9156
1973-01-23,9242
1973-01-24,9007
1973-01-25,8700
1973-01-26,7955
1973-01-27,8764
1973-01-28,9316
1973-01-29,9422
1973-01-30,8417
1973-01-31,8038
1973-02-01,8368
1973-02-02,8121
1973-02-03,8414
1973-02-04,9561
1973-02-05,9523
1973-02-06,8892
1973-02-07,4780
1973-02-09,4486
1973-02-10,8550
1973-02-11,8048
1973-02-12,8508
1973-02-13,9464
1973-02-14,9401
1973-02-15,9375
1973-02-16,8927
1973-02-17,8740
1973-02-18,8081
1973-02-19,8559
1973-02-20,9745
1973-02-21,9585
1973-02-22,9450
1973-02-23,9319
1973-02-24,9231
1973-02-25,8325
1973-02-26,8759
1973-02-27,10205
1973-02-28,10200
1973-03-01,9507
1973-03-02,9294
1973-03-03,8068
1973-03-04,7202
1973-03-05,7352
1973-03-06,7986
1973-03-07,9156
1973-03-08,9943
1973-03-09,10176
1973-03-10,9127
1973-03-11,8200
1973-03-12,4102
1973-03-13,3694
1973-03-14,7755
1973-03-15,8637
1973-03-16,8797
1973-03-17,8966
1973-03-18,8251
1973-03-19,7547
1973-03-20,8039
1973-03-21,8621
1973-03-22,8619
1973-03-23,8718
1973-03-24,9227
1973-03-25,8622
1973-03-26,7940
1973-03-27,8279
1973-03-28,8994
1973-03-29,9193
1973-03-30,9164
1973-03-31,9219
1973-04-01,8770
1973-04-02,7874
1973-04-03,8263
1973-04-04,9192
1973-04-05,9039
1973-04-06,9002
1973-04-07,8954
1973-04-08,8491
1973-04-09,7967
1973-04-10,8286
1973-04-11,9000
1973-04-12,8932
1973-04-13,4377
1973-04-14,4209
1973-04-15,8594
1973-04-16,8648
1973-04-17,7713
1973-04-18,8250
1973-04-19,9028
1973-04-20,9106
1973-04-21,8839
1973-04-22,8847
1973-04-23,8536
1973-04-24,7871
1973-04-25,8083
1973-04-26,8884
1973-04-27,9062
1973-04-28,8887
1973-04-29,9037
1973-04-30,8515
1973-05-01,7790
1973-05-02,7957
1973-05-03,8978
1973-05-04,9102
1973-05-05,9178
1973-05-06,8901
1973-05-07,8696
1973-05-08,8063
1973-05-09,8362
1973-05-10,8875
1973-05-11,9049
1973-05-12,4583
1973-05-14,4348
1973-05-15,9225
1973-05-16,8945
1973-05-17,7984
1973-05-18,8406
1973-05-19,9272
1973-05-20,9219
1973-05-21,9193
1973-05-22,9007
1973-05-23,8653
1973-05-24,7947
1973-05-25,8336
1973-05-26,9248
1973-05-27,9318
1973-05-28,8906
1973-05-29,9062
1973-05-30,8425
1973-05-31,7785
1973-06-01,8179
1973-06-02,8808
1973-06-03,9043
1973-06-04,8790
1973-06-05,8753
1973-06-06,8636
1973-06-07,7726
1973-06-08,8060
1973-06-09,9197
1973-06-10,8937
1973-06-11,8740
1973-06-12,8849
1973-06-13,8408
1973-06-14,4077
1973-06-15,3709
1973-06-16,8114
1973-06-17,8862
1973-06-18,8957
1973-06-19,8660
1973-06-20,8650
1973-06-21,8304
1973-06-22,7740
1973-06-23,7903
1973-06-24,8667
1973-06-25,8760
1973-06-26,8640
1973-06-27,8570
1973-06-28,8268
1973-06-29,7150
1973-06-30,7911
1973-07-01,8896
1973-07-02,8793
1973-07-03,8845
1973-07-04,8413
1973-07-05,8183
1973-07-06,7239
1973-07-07,7743
1973-07-08,8422
1973-07-09,8655
1973-07-10,8467
1973-07-11,8465
1973-07-12,8017
1973-07-13,7027
1973-07-14,7639
1973-07-15,4383
1973-07-17,8846
1973-07-18,8501
1973-07-19,8321
1973-07-20,8296
1973-07-21,7546
1973-07-22,6892
1973-07-23,8274
1973-07-24,8980
1973-07-25,8626
1973-07-26,8438
1973-07-27,8619
1973-07-28,7439
1973-07-29,6989
1973-07-30,8236
1973-07-31,8776
1973-08-01,8545
1973-08-02,8549
1973-08-03,8584
1973-08-04,7699
1973-08-05,7165
1973-08-06,8661
1973-08-07,8767
1973-08-08,8506
1973-08-09,8429
1973-08-10,9097
1973-08-11,7708
1973-08-12,7179
1973-08-13,7303
1973-08-14,8909
1973-08-15,8785
1973-08-16,8588
1973-08-18,8855
1973-08-19,7846
1973-08-20,7209
1973-08-21,8505
1973-08-22,8898
1973-08-23,8706
1973-08-24,8786
1973-08-25,8801
1973-08-26,7930
1973-08-27,7330
1973-08-28,8896
1973-08-29,9026
1973-08-30,8730
1973-08-31,8625
1973-09-01,8822
1973-09-02,8025
1973-09-03,7405
1973-09-04,8959
1973-09-05,9046
1973-09-06,8702
1973-09-07,8782
1973-09-08,8928
1973-09-09,7782
1973-09-10,7281
1973-09-11,8790
1973-09-12,9081
1973-09-13,9012
1973-09-14,9068
1973-09-15,9008
1973-09-16,7931
1973-09-19,7561
1973-09-20,9003
1973-09-21,9829
1973-09-22,7910
1973-09-23,9168
1973-09-24,9450
1973-09-25,8352
1973-09-26,7787
1973-09-27,9326
1973-09-28,9627
1973-09-29,9197
1973-09-30,8939
1973-10-01,9028
1973-10-02,8445
1973-10-03,7551
1973-10-04,9090
1973-10-05,9639
1973-10-06,9272
1973-10-07,9290
1973-10-08,9470
1973-10-09,8295
1973-10-10,7644
1973-10-11,9236
1973-10-12,9450
1973-10-13,9493
1973-10-14,9332
1973-10-15,9416
1973-10-16,8424
1973-10-17,7745
1973-10-18,9225
1973-10-19,9702
1973-10-21,9437
1973-10-22,9399
1973-10-23,9421
1973-10-24,8095
1973-10-25,7616
1973-10-26,9444
1973-10-27,9770
1973-10-28,9598
1973-10-29,9418
1973-10-30,9829
1973-10-31,8192
1973-11-01,7908
1973-11-02,9208
1973-11-03,9842
1973-11-04,9540
1973-11-05,9283
1973-11-06,9309
1973-11-07,8280
1973-11-08,7781
1973-11-09,9467
1973-11-10,9641
1973-11-11,9417
1973-11-12,9049
1973-11-13,9348
1973-11-14,8320
1973-11-15,7978
1973-11-16,9497
1973-11-17,9701
1973-11-18,9408
1973-11-19,9556
1973-11-20,9391
1973-11-22,8400
1973-11-23,7707
1973-11-24,7781
1973-11-25,9514
1973-11-26,9897
1973-11-27,9211
1973-11-28,9417
1973-11-29,8257
1973-11-30,7961
1973-12-01,9165
1973-12-02,9701
1973-12-03,9303
1973-12-04,9106
1973-12-05,9669
1973-12-06,8507
1973-12-07,7994
1973-12-08,9538
1973-12-09,9625
1973-12-10,9364
1973-12-11,9768
1973-12-12,9617
1973-12-13,8731
1973-12-14,8256
1973-12-15,9611
1973-12-16,10089
1973-12-17,9795
1973-12-18,9597
1973-12-19,9547
