date,births
1983-11-10,10201
1983-11-11,10268
1983-11-12,8704
1983-11-13,7950
1983-11-14,10371
1983-11-15,10592
1983-11-16,10412
1983-11-17,10435
1983-11-18,10279
1983-11-19,8479
1983-11-21,8170
1983-11-22,10114
1983-11-23,10637
1983-11-24,10216
1983-11-25,10505
1983-11-26,10277
1983-11-27,8649
1983-11-28,8412
1983-11-29,9982
1983-11-30,10328
1983-12-01,10174
1983-12-02,10306
1983-12-03,10090
1983-12-04,8741
1983-12-05,8464
1983-12-06,10424
1983-12-07,10401
1983-12-08,10196
1983-12-09,10506
1983-12-10,10513
1983-12-11,8950
1983-12-12,8368
1983-12-13,10419
1983-12-14,10971
1983-12-15,10574
1983-12-16,10358
1983-12-17,10476
1983-12-18,8757
1983-12-19,8547
1983-12-20,8687
1983-12-21,10320
1983-12-22,5265
1983-12-23,10671
1983-12-24,10538
1983-12-25,9914
1983-12-26,8819
1983-12-27,9531
1983-12-28,10253
1983-12-29,10683
1983-12-30,10511
1983-12-31,10553
1984-01-01,9577
1984-01-02,8920
1984-01-03,9369
1984-01-04,10721
1984-01-05,10748
1984-01-06,10526
1984-01-07,10613
1984-01-08,9778
1984-01-09,8612
1984-01-10,9478
1984-01-11,10736
1984-01-12,10480
1984-01-13,10671
1984-01-14,10658
1984-01-15,10010
1984-01-16,8872
1984-01-17,9588
1984-01-18,10882
1984-01-19,10928
1984-01-20,10718
1984-01-21,5599
1984-01-22,5338
1984-01-23,9992
1984-01-24,8912
1984-01-25,8681
1984-01-26,9766
1984-01-27,10787
1984-01-28,11225
1984-01-29,10872
1984-01-30,10000
1984-01-31,8906
1984-02-01,9793
1984-02-02,10993
1984-02-03,11110
1984-02-04,10974
1984-02-05,11162
1984-02-06,10224
1984-02-07,9069
1984-02-08,9844
1984-02-09,10974
1984-02-10,10964
1984-02-11,11012
1984-02-12,11218
1984-02-13,10071
1984-02-14,9101
1984-02-15,9735
1984-02-16,10899
1984-02-17,10906
1984-02-18,10879
1984-02-19,11058
1984-02-20,10203
1984-02-21,8925
1984-02-22,4697
1984-02-23,5149
1984-02-24,10866
1984-02-25,11007
1984-02-26,10748
1984-02-27,10916
1984-02-28,10178
1984-02-29,9292
1984-03-01,9844
1984-03-02,11079
1984-03-03,11122
1984-03-04,10835
1984-03-05,10796
1984-03-06,10170
1984-03-07,8997
1984-03-08,9832
1984-03-09,10883
1984-03-10,11163
1984-03-11,11007
1984-03-12,11228
1984-03-13,10183
1984-03-14,9155
1984-03-15,9958
1984-03-16,10936
1984-03-17,11041
1984-03-18,10791
1984-03-19,10663
1984-03-20,10021
1984-03-21,9150
1984-03-22,9908
1984-03-23,10996
1984-03-24,10930
1984-03-25,5552
1984-03-26,5238
1984-03-27,10770
1984-03-28,10200
1984-03-29,8870
1984-03-30,8823
1984-03-31,9761
1984-04-01,11178
1984-04-02,11283
1984-04-03,10969
1984-04-04,10352
1984-04-05,9351
1984-04-06,9896
1984-04-07,11019
1984-04-08,11311
1984-04-09,11146
1984-04-10,10896
1984-04-11,10158
1984-04-12,9375
1984-04-13,10242
1984-04-14,11506
1984-04-15,11443
1984-04-16,11118
1984-04-17,11161
1984-04-18,10166
1984-04-19,9002
1984-04-20,9974
1984-04-21,11073
1984-04-22,11175
1984-04-23,10872
1984-04-24,10945
1984-04-25,5557
1984-04-26,9202
1984-04-27,8893
1984-04-28,10806
1984-04-29,11182
1984-04-30,10762
1984-05-01,10675
1984-05-02,10753
1984-05-03,8971
1984-05-04,8551
1984-05-05,10273
1984-05-06,10656
1984-05-07,10645
1984-05-08,10320
1984-05-09,10610
1984-05-10,8570
1984-05-11,8505
1984-05-12,10302
1984-05-13,10485
1984-05-14,10224
1984-05-15,10392
1984-05-16,10192
1984-05-17,8626
1984-05-18,8234
1984-05-19,10225
1984-05-20,10624
1984-05-21,10201
1984-05-22,10260
1984-05-23,10306
1984-05-24,8504
1984-05-25,8496
1984-05-26,9679
1984-05-27,5031
1984-05-28,10214
1984-05-29,10230
1984-05-30,10213
1984-05-31,9449
1984-06-01,8401
1984-06-02,9216
1984-06-03,10195
1984-06-04,10397
1984-06-05,10387
1984-06-06,10159
1984-06-07,9198
1984-06-08,8471
1984-06-09,9335
1984-06-10,10398
1984-06-11,10459
1984-06-12,10168
1984-06-13,10378
1984-06-14,9623
1984-06-15,8603
1984-06-16,9290
1984-06-17,10696
1984-06-18,10607
1984-06-19,9427
1984-06-20,8779
1984-06-21,8899
1984-06-22,8192
1984-06-23,9159
1984-06-24,10434
1984-06-25,10253
1984-06-26,5009
1984-06-27,10297
1984-06-28,10069
1984-06-29,8275
1984-06-30,7974
1984-07-01,10178
1984-07-02,10279
1984-07-03,10131
1984-07-04,10138
1984-07-05,10132
1984-07-06,8396
1984-07-07,8316
1984-07-08,10260
1984-07-09,10427
1984-07-10,10274
1984-07-11,10464
1984-07-12,10534
1984-07-13,8299
1984-07-14,8170
1984-07-15,10761
1984-07-16,10985
1984-07-17,10226
1984-07-18,9507
1984-07-19,9035
1984-07-20,8042
1984-07-21,7645
1984-07-22,8236
1984-07-23,10617
1984-07-24,11264
1984-07-25,10883
1984-07-26,11001
1984-07-27,8562
1984-07-28,3921
1984-07-29,8002
1984-07-30,8874
1984-07-31,9746
1984-08-01,9920
1984-08-02,10156
1984-08-03,9251
1984-08-04,8377
1984-08-05,8916
1984-08-06,9830
1984-08-07,10032
1984-08-08,9812
1984-08-09,9857
1984-08-10,9184
1984-08-11,8269
1984-08-12,9038
1984-08-13,9985
1984-08-14,10067
1984-08-15,9973
1984-08-16,10142
1984-08-17,9200
1984-08-18,8163
1984-08-19,9047
1984-08-20,10082
1984-08-21,10207
1984-08-22,10337
1984-08-23,10148
1984-08-24,9362
1984-08-25,8551
1984-08-26,8925
1984-08-27,9998
1984-08-28,5154
1984-08-29,4921
1984-08-30,10110
1984-08-31,10067
1984-09-01,9412
1984-09-02,8388
1984-09-03,9131
1984-09-04,10032
1984-09-05,10104
1984-09-06,10047
1984-09-07,10248
1984-09-08,9706
1984-09-09,8587
1984-09-10,9091
1984-09-11,10658
1984-09-12,10682
1984-09-13,10302
1984-09-14,10228
1984-09-15,9574
1984-09-16,8627
1984-09-17,9129
1984-09-18,9922
1984-09-19,10234
1984-09-20,10069
1984-09-21,10283
1984-09-22,9471
1984-09-23,8516
1984-09-24,9014
1984-09-25,10360
1984-09-26,10078
1984-09-27,4907
1984-09-28,10471
1984-09-29,10505
1984-09-30,8808
1984-10-01,8363
1984-10-02,10124
1984-10-03,10557
1984-10-04,10359
1984-10-05,10276
1984-10-06,10095
1984-10-07,8663
1984-10-08,8401
1984-10-09,10252
1984-10-10,10271
1984-10-11,10176
1984-10-12,10329
1984-10-13,10706
1984-10-14,8883
1984-10-15,8331
1984-10-16,10427
1984-10-17,10714
1984-10-18,10395
1984-10-19,10353
1984-10-20,10284
1984-10-21,8566
1984-10-22,8266
1984-10-23,10166
1984-10-24,10356
1984-10-25,10300
1984-10-26,10157
1984-10-27,10269
1984-10-28,8514
1984-10-29,4021
1984-10-30,9042
1984-10-31,10193
1984-11-01,9990
1984-11-02,10270
1984-11-03,10069
1984-11-04,9518
1984-11-05,8283
1984-11-06,9098
1984-11-07,9981
1984-11-08,10230
1984-11-09,9939
1984-11-10,10093
1984-11-11,9424
1984-11-12,8335
1984-11-13,9021
1984-11-14,10304
1984-11-15,10335
1984-11-16,10085
1984-11-17,9832
1984-11-18,8949
1984-11-19,8145
1984-11-20,8865
1984-11-21,10124
1984-11-22,10216
1984-11-23,10063
1984-11-24,10244
1984-11-25,9334
1984-11-26,8127
1984-11-27,8822
1984-11-28,5172
1984-11-29,5139
1984-11-30,10350
1984-12-01,10234
1984-12-02,10248
1984-12-03,9361
1984-12-04,8252
1984-12-05,9037
1984-12-06,9969
1984-12-07,10014
1984-12-08,9683
1984-12-09,10241
1984-12-10,9282
1984-12-11,8278
1984-12-12,9248
1984-12-13,10071
1984-12-14,10082
1984-12-15,10054
1984-12-16,9855
1984-12-17,9365
1984-12-18,8367
1984-12-19,9078
1984-12-20,10568
1984-12-21,10561
1984-12-22,10364
1984-12-23,10348
1984-12-24,9665
1984-12-25,8596
1984-12-26,8490
1984-12-27,9282
1984-12-28,10287
1984-12-29,10230
1984-12-30,5129
1984-12-31,10401
1985-01-01,8880
1985-01-02,8277
1985-01-03,10018
1985-01-04,10514
1985-01-05,10477
1985-01-06,10244
1985-01-07,10560
1985-01-08,8761
1985-01-09,8422
1985-01-10,10327
1985-01-11,10502
1985-01-12,10084
1985-01-13,10732
1985-01-14,10332
1985-01-15,8457
1985-01-16,8611
1985-01-17,10483
1985-01-18,10515
1985-01-19,10655
1985-01-20,10561
1985-01-21,10586
1985-01-22,8972
1985-01-23,8821
1985-01-24,10561
1985-01-25,10980
1985-01-26,10662
1985-01-27,10794
1985-01-28,11087
1985-01-29,8940
1985-01-31,8565
1985-02-01,10807
1985-02-02,11250
1985-02-03,9240
1985-02-04,10789
1985-02-05,11566
1985-02-06,9138
1985-02-07,8956
1985-02-08,10996
1985-02-09,11661
1985-02-10,10923
1985-02-11,11264
1985-02-12,10687
1985-02-13,9213
1985-02-14,9046
1985-02-15,11295
1985-02-16,11493
1985-02-17,11278
1985-02-18,11042
1985-02-19,11185
1985-02-20,9338
1985-02-21,9029
1985-02-22,11176
1985-02-23,11811
1985-02-24,11099
1985-02-25,11003
1985-02-26,11320
1985-02-27,9470
1985-02-28,8901
1985-03-01,10782
1985-03-02,11582
1985-03-03,5344
1985-03-04,11565
1985-03-05,11207
1985-03-06,10629
1985-03-07,9273
1985-03-08,10003
1985-03-09,11675
1985-03-10,11716
1985-03-11,11492
1985-03-12,11247
1985-03-13,10429
1985-03-14,9269
1985-03-15,9988
1985-03-16,11363
1985-03-17,11431
1985-03-18,11475
1985-03-19,11224
1985-03-20,10577
1985-03-21,9171
1985-03-22,10087
1985-03-23,11337
1985-03-24,11387
1985-03-25,11131
1985-03-26,11138
1985-03-27,10187
1985-03-28,9331
1985-03-29,10257
1985-03-30,11468
1985-03-31,11496
1985-04-01,11382
1985-04-02,11429
1985-04-03,5953
1985-04-04,9370
1985-04-05,8962
1985-04-06,9343
1985-04-07,11111
1985-04-08,11827
1985-04-09,11442
1985-04-10,11760
1985-04-11,9588
1985-04-12,9354
1985-04-13,11641
1985-04-14,11795
1985-04-15,11388
1985-04-16,11515
1985-04-17,12034
1985-04-18,9880
1985-04-19,9310
1985-04-20,11487
1985-04-21,12038
1985-04-22,11787
1985-04-23,11720
1985-04-24,12121
1985-04-25,9857
1985-04-26,9622
1985-04-27,11980
1985-04-28,12271
1985-04-29,11691
1985-04-30,11174
1985-05-01,11559
1985-05-02,9813
1985-05-03,9462
1985-05-04,5594
1985-05-05,11278
1985-05-06,11561
1985-05-07,11358
1985-05-08,11434
1985-05-09,10440
1985-05-10,9131
1985-05-11,9868
1985-05-12,11354
1985-05-13,11221
1985-05-14,10999
1985-05-15,11099
1985-05-16,10089
1985-05-17,8903
1985-05-18,9792
1985-05-19,10986
1985-05-20,10879
1985-05-21,10719
1985-05-22,10604
1985-05-23,9938
1985-05-24,8598
1985-05-25,9565
1985-05-26,10789
1985-05-27,10713
1985-05-28,10341
1985-05-29,10589
1985-05-30,9720
1985-05-31,8895
1985-06-01,9529
1985-06-02,10397
1985-06-03,10283
1985-06-04,10153
1985-06-05,10690
1985-06-06,9377
1985-06-07,8547
1985-06-08,9420
1985-06-09,10410
1985-06-10,10588
1985-06-11,10285
1985-06-12,10571
1985-06-13,9572
1985-06-14,8553
1985-06-15,9355
1985-06-16,10592
1985-06-17,10476
1985-06-18,10642
1985-06-19,10754
1985-06-20,9707
1985-06-21,8553
1985-06-22,9457
1985-06-23,10731
1985-06-24,10749
1985-06-25,9297
1985-06-26,8918
1985-06-27,9088
1985-06-28,8515
1985-06-29,9735
1985-06-30,10567
1985-07-01,10711
1985-07-02,10297
1985-07-03,10549
1985-07-04,5388
1985-07-05,4134
1985-07-06,8431
1985-07-07,9311
1985-07-08,10301
1985-07-09,10458
1985-07-10,10190
1985-07-11,10269
1985-07-12,9407
1985-07-13,8294
1985-07-14,9282
1985-07-15,10734
1985-07-16,10556
1985-07-17,10501
1985-07-18,10467
1985-07-19,9650
1985-07-20,8400
1985-07-21,9462
1985-07-22,11055
1985-07-23,11240
1985-07-24,10943
1985-07-25,10619
1985-07-26,9453
1985-07-27,8281
1985-07-28,8185
1985-07-29,8213
1985-07-30,8760
1985-07-31,10534
1985-08-01,11458
1985-08-02,10499
1985-08-03,8816
1985-08-04,9285
1985-08-05,5133
1985-08-06,8335
1985-08-07,9377
1985-08-08,10052
1985-08-09,10458
1985-08-10,8648
1985-08-11,8477
1985-08-12,10078
1985-08-13,10242
1985-08-14,9988
1985-08-15,10150
1985-08-16,10501
1985-08-17,8759
1985-08-18,8247
1985-08-19,10409
1985-08-20,10692
1985-08-21,10199
1985-08-22,10391
1985-08-23,10865
1985-08-24,8982
1985-08-25,8345
1985-08-26,10314
1985-08-27,10598
1985-08-28,10496
1985-08-29,10470
1985-08-30,10755
1985-08-31,8774
1985-09-01,8441
1985-09-02,10322
1985-09-03,10582
1985-09-04,10308
1985-09-05,10162
1985-09-07,10591
1985-09-08,8829
1985-09-09,8347
1985-09-10,10338
1985-09-11,10607
1985-09-12,10506
1985-09-13,10508
1985-09-14,10579
1985-09-15,8921
1985-09-16,8607
1985-09-17,10597
1985-09-18,10889
1985-09-19,10306
1985-09-20,11363
1985-09-21,10681
1985-09-22,8883
1985-09-23,8476
1985-09-24,9925
1985-09-25,10572
1985-09-26,10536
1985-09-27,10583
1985-09-28,10729
1985-09-29,8833
1985-09-30,8836
1985-10-01,10529
1985-10-02,10718
1985-10-03,10671
1985-10-04,10616
1985-10-06,10876
1985-10-07,8824
1985-10-08,8554
1985-10-09,10629
1985-10-10,10797
1985-10-11,10475
1985-10-12,10509
1985-10-13,10927
1985-10-14,9010
1985-10-15,8344
1985-10-16,10544
1985-10-17,10812
1985-10-18,10286
1985-10-19,10732
1985-10-20,10610
1985-10-21,8690
1985-10-22,8503
1985-10-23,10516
1985-10-24,10803
1985-10-25,10683
1985-10-26,10591
1985-10-27,10792
1985-10-28,8867
1985-10-29,8458
1985-10-30,10472
1985-10-31,10918
1985-11-01,10666
1985-11-02,10890
1985-11-03,11037
1985-11-04,8887
1985-11-05,8321
1985-11-06,9834
1985-11-07,11263
1985-11-08,10554
1985-11-09,10589
1985-11-10,10238
1985-11-11,8761
1985-11-12,8136
1985-11-13,10135
1985-11-14,10541
1985-11-15,10559
1985-11-16,10506
1985-11-17,10733
1985-11-18,8766
1985-11-19,8390
1985-11-20,10607
1985-11-21,11121
1985-11-22,10493
1985-11-23,10464
1985-11-24,11178
1985-11-25,8797
1985-11-26,8639
1985-11-27,10712
1985-11-28,11030
1985-11-29,10413
1985-11-30,10634
1985-12-01,10671
1985-12-02,8925
1985-12-03,8059
1985-12-04,10484
1985-12-05,10894
1985-12-06,5279
1985-12-07,10628
1985-12-08,10753
1985-12-09,9591
1985-12-10,8740
1985-12-11,9585
1985-12-12,10846
1985-12-13,11088
1985-12-14,10698
1985-12-15,10875
1985-12-16,10057
1985-12-17,8851
1985-12-18,9331
1985-12-19,10564
1985-12-20,11079
1985-12-21,10565
1985-12-22,10599
1985-12-23,9866
1985-12-24,8753
1985-12-25,9642
1985-12-26,10884
1985-12-27,11129
1985-12-28,10749
1985-12-29,11096
1985-12-30,10090
1985-12-31,8784
1986-01-01,8812
1986-01-02,10003
1986-01-03,11088
1986-01-04,11026
1986-01-05,11117
1986-01-06,10218
1986-01-07,8795
1986-01-08,9686
1986-01-09,10644
1986-01-10,10826
1986-01-11,10849
1986-01-12,10892
1986-01-13,10041
1986-01-14,8787
1986-01-15,9840
1986-01-16,10968
1986-01-17,10892
1986-01-18,10559
1986-01-19,10701
1986-01-20,9988
1986-01-21,8889
1986-01-22,9991
1986-01-23,11039
1986-01-24,10956
1986-01-25,11044
1986-01-26,11327
1986-01-27,10223
1986-01-28,9045
1986-01-29,9886
1986-01-30,11085
1986-01-31,11221
1986-02-01,11125
1986-02-02,11270
1986-02-03,10424
1986-02-04,8914
1986-02-05,10042
1986-02-06,11633
1986-02-07,11739
1986-02-08,10530
1986-02-09,10268
1986-02-10,10233
1986-02-11,9248
1986-02-12,10097
1986-02-13,11690
1986-02-14,11678
1986-02-15,11384
1986-02-16,11368
1986-02-17,10406
1986-02-18,9025
1986-02-19,10200
1986-02-20,11445
1986-02-21,11503
1986-02-22,11262
1986-02-23,11367
1986-02-24,10426
1986-02-25,9218
1986-02-26,9952
1986-02-27,11339
1986-02-28,11294
1986-03-01,11209
1986-03-02,11341
1986-03-03,10536
1986-03-04,9123
1986-03-05,10227
1986-03-06,11521
1986-03-07,11322
1986-03-08,11228
1986-03-09,11222
1986-03-10,10444
1986-03-11,9122
1986-03-12,9880
1986-03-13,11394
1986-03-14,11524
1986-03-15,11515
1986-03-16,11494
1986-03-17,10479
1986-03-18,9293
1986-03-19,9997
1986-03-20,11588
1986-03-21,11554
1986-03-22,11643
1986-03-23,11745
1986-03-24,10582
1986-03-25,9544
1986-03-26,10298
1986-03-27,11661
1986-03-28,11588
1986-03-29,11406
1986-03-30,11615
1986-03-31,10392
1986-04-01,9283
1986-04-02,10300
1986-04-03,11396
1986-04-04,11583
1986-04-05,11543
1986-04-06,11599
1986-04-07,10939
1986-04-08,5031
1986-04-09,9145
1986-04-10,9183
1986-04-11,11417
1986-04-12,11985
1986-04-13,11959
1986-04-14,11925
1986-04-15,9564
1986-04-16,9072
1986-04-17,11623
1986-04-18,11828
1986-04-19,11521
1986-04-20,11958
1986-04-21,11330
1986-04-22,9542
1986-04-23,9281
1986-04-24,11849
1986-04-25,12058
1986-04-26,11819
1986-04-27,12212
1986-04-28,12118
1986-04-29,10144
1986-04-30,9798
1986-05-01,11909
1986-05-02,12396
1986-05-03,11695
1986-05-04,12038
1986-05-05,11926
1986-05-06,9584
1986-05-07,9236
1986-05-08,11560
1986-05-09,11719
1986-05-10,11365
1986-05-11,11359
1986-05-12,11810
1986-05-13,9578
1986-05-14,8928
1986-05-15,11024
1986-05-16,11358
1986-05-17,10959
1986-05-18,11057
1986-05-19,11184
1986-05-20,8948
1986-05-21,8515
1986-05-22,10651
1986-05-23,11353
1986-05-24,10784
1986-05-25,10809
1986-05-26,10849
1986-05-27,8847
1986-05-28,8481
1986-05-29,10773
1986-05-30,11023
1986-05-31,10698
1986-06-01,10657
1986-06-02,10892
1986-06-03,8721
1986-06-04,8823
1986-06-05,10510
1986-06-06,10790
1986-06-07,10666
1986-06-08,10246
1986-06-09,11095
1986-06-10,8875
1986-06-11,8442
1986-06-12,10896
1986-06-13,11119
1986-06-14,10695
1986-06-15,10865
1986-06-16,10798
1986-06-17,8788
1986-06-18,8338
1986-06-19,10348
1986-06-20,10984
1986-06-21,10505
1986-06-22,10837
1986-06-23,10971
1986-06-24,8718
1986-06-25,8545
1986-06-26,10721
1986-06-27,10800
1986-06-28,10829
1986-06-29,10638
1986-06-30,11058
1986-07-01,8814
1986-07-02,8581
1986-07-03,10816
1986-07-04,11284
1986-07-05,10766
1986-07-06,8183
1986-07-07,9922
1986-07-08,8696
1986-07-09,4154
1986-07-10,9561
1986-07-11,10860
1986-07-12,11010
1986-07-13,10633
1986-07-14,10473
1986-07-15,9628
1986-07-16,8463
1986-07-17,9512
1986-07-18,10879
1986-07-19,10598
1986-07-20,10564
1986-07-21,10305
1986-07-22,9514
1986-07-23,8507
1986-07-24,9534
1986-07-25,11197
1986-07-26,11294
1986-07-27,10900
1986-07-28,11082
1986-07-29,10051
1986-07-30,8658
1986-07-31,9113
1986-08-01,9487
1986-08-02,8663
1986-08-03,8997
1986-08-04,10680
1986-08-05,10466
1986-08-06,8891
1986-08-07,10029
1986-08-08,11504
1986-08-09,10037
1986-08-10,8882
1986-08-11,9912
1986-08-12,9538
1986-08-13,8773
1986-08-14,9210
1986-08-15,10528
1986-08-16,10385
1986-08-17,10031
1986-08-18,10384
1986-08-19,9746
1986-08-20,8724
1986-08-21,9120
1986-08-22,10534
1986-08-23,10491
1986-08-24,10432
1986-08-25,10534
1986-08-26,9731
1986-08-27,8681
1986-08-28,9382
1986-08-29,10646
1986-08-30,10611
1986-08-31,10387
1986-09-01,10406
1986-09-02,9795
1986-09-03,8729
1986-09-04,9400
1986-09-05,10474
1986-09-06,10594
1986-09-07,10348
1986-09-08,10508
1986-09-09,9707
1986-09-10,8681
1986-09-11,9458
1986-09-12,10560
1986-09-13,10479
1986-09-14,10441
1986-09-15,10633
1986-09-16,9609
1986-09-17,8667
1986-09-18,9589
1986-09-19,10520
1986-09-20,10769
1986-09-21,10497
1986-09-22,10987
1986-09-23,10139
1986-09-24,8600
1986-09-25,9305
1986-09-26,10634
1986-09-27,10925
1986-09-28,10788
1986-09-29,10685
1986-09-30,9922
1986-10-01,8668
1986-10-02,9426
1986-10-03,10659
1986-10-04,10988
1986-10-05,10637
1986-10-06,10739
1986-10-07,5561
1986-10-08,4216
1986-10-09,8703
1986-10-10,9503
1986-10-11,10660
1986-10-12,10875
1986-10-13,10565
1986-10-14,10980
1986-10-15,10023
1986-10-16,8528
1986-10-17,9363
1986-10-18,10889
1986-10-19,10921
1986-10-20,10620
1986-10-21,10764
1986-10-22,9873
1986-10-23,8567
1986-10-24,9567
1986-10-25,10738
1986-10-26,10816
1986-10-27,10705
1986-10-28,10827
1986-10-29,9871
1986-10-30,8473
1986-10-31,9408
1986-11-01,10761
1986-11-02,11011
1986-11-03,11110
1986-11-04,10921
1986-11-05,9767
1986-11-06,8747
1986-11-07,9645
1986-11-08,10464
1986-11-09,10634
1986-11-10,10822
1986-11-11,10944
1986-11-12,9898
1986-11-13,8623
1986-11-14,9566
1986-11-15,10873
1986-11-16,10861
1986-11-17,10766
1986-11-18,10476
1986-11-19,9560
1986-11-20,8539
1986-11-21,9345
1986-11-22,10806
1986-11-23,10810
1986-11-24,10582
1986-11-25,10657
1986-11-26,9606
1986-11-27,8520
1986-11-28,9333
1986-11-29,10769
1986-11-30,10538
1986-12-01,10573
1986-12-02,10761
1986-12-03,9940
1986-12-04,8678
1986-12-05,9355
1986-12-06,10979
1986-12-07,10882
1986-12-08,11043
1986-12-09,10775
1986-12-10,9688
1986-12-11,8290
1986-12-12,9184
1986-12-13,10737
1986-12-14,10931
1986-12-15,10553
1986-12-16,10556
1986-12-17,9936
1986-12-18,8538
1986-12-19,9517
1986-12-20,10648
1986-12-21,10908
1986-12-22,10811
1986-12-23,11016
1986-12-24,10083
1986-12-25,8824
1986-12-26,9523
1986-12-27,10979
1986-12-28,10943
1986-12-29,10921
1986-12-30,11028
1986-12-31,10061
1987-01-01,8582
1987-01-02,8892
1987-01-03,9789
1987-01-04,11186
1987-01-05,11439
1987-01-06,11455
1987-01-07,10473
1987-01-08,8775
1987-01-09,9694
1987-01-10,10792
1987-01-11,10682
1987-01-12,10872
1987-01-13,10989
1987-01-14,9834
1987-01-15,8508
1987-01-16,9522
1987-01-17,10765
1987-01-18,11016
1987-01-19,10985
1987-01-20,10713
1987-01-21,9558
1987-01-22,8686
1987-01-23,9715
1987-01-24,11198
1987-01-25,11069
1987-01-26,10608
1987-01-27,10868
1987-01-28,10071
1987-01-29,8712
1987-01-30,9777
1987-01-31,11058
1987-02-01,11322
1987-02-02,11044
1987-02-03,11193
1987-02-04,10215
1987-02-05,9093
1987-02-06,9694
1987-02-07,11353
1987-02-08,11286
1987-02-09,11364
1987-02-10,10289
1987-02-11,9094
1987-02-12,8895
1987-02-13,9950
1987-02-14,11724
1987-02-15,11722
1987-02-16,11559
1987-02-17,11410
1987-02-18,10460
1987-02-19,8977
1987-02-20,9834
1987-02-21,11425
1987-02-22,11482
1987-02-23,11294
1987-02-24,11488
1987-02-25,10642
1987-02-26,9177
1987-02-27,10092
1987-02-28,11722
1987-03-01,11933
1987-03-02,11433
1987-03-03,11626
1987-03-04,10487
1987-03-05,9212
1987-03-06,10112
1987-03-07,11603
1987-03-08,11633
1987-03-09,11433
1987-03-10,5812
1987-03-11,11686
1987-03-12,9357
1987-03-13,8875
1987-03-14,11264
1987-03-15,11655
1987-03-16,11643
1987-03-17,11413
1987-03-18,11733
1987-03-19,9560
1987-03-20,8924
1987-03-21,11216
1987-03-22,11685
1987-03-23,11158
1987-03-24,11340
1987-03-25,11651
1987-03-26,9552
1987-03-27,9135
1987-03-28,11258
1987-03-29,11833
1987-03-30,11768
1987-03-31,11509
1987-04-01,11554
1987-04-02,9491
1987-04-03,8940
1987-04-04,11333
1987-04-05,11819
1987-04-06,11680
1987-04-07,11462
1987-04-08,11717
1987-04-09,9211
1987-04-10,8842
1987-04-11,8948
1987-04-12,11277
1987-04-13,11840
1987-04-14,11737
1987-04-15,11884
1987-04-16,9685
1987-04-17,9044
1987-04-18,11221
1987-04-19,11877
1987-04-20,11443
1987-04-21,11704
1987-04-22,12011
1987-04-23,9596
1987-04-24,9167
1987-04-25,11763
1987-04-26,12301
1987-04-27,11757
1987-04-28,12011
1987-04-29,12237
1987-04-30,9906
1987-05-01,9483
1987-05-02,12156
1987-05-03,12235
1987-05-04,12062
1987-05-05,12281
1987-05-06,12412
1987-05-07,9783
1987-05-08,9171
1987-05-09,11731
1987-05-10,11859
1987-05-11,5851
1987-05-12,11506
1987-05-13,11440
1987-05-14,10467
1987-05-15,8970
1987-05-16,9964
1987-05-17,11110
1987-05-18,11296
1987-05-19,11026
1987-05-20,10914
1987-05-21,10010
1987-05-22,8590
1987-05-23,9160
1987-05-24,10710
1987-05-25,11077
1987-05-26,10901
1987-05-27,10931
1987-05-28,10000
1987-05-29,8403
1987-05-30,9281
1987-05-31,10624
1987-06-01,10774
1987-06-02,10694
1987-06-03,10507
1987-06-04,9812
1987-06-05,8512
1987-06-06,9508
1987-06-07,10666
1987-06-08,10667
1987-06-09,10582
1987-06-10,10311
1987-06-11,9460
1987-06-12,8517
1987-06-13,9255
1987-06-14,10809
1987-06-15,10934
1987-06-16,10538
1987-06-17,10586
1987-06-18,9739
1987-06-19,8535
1987-06-20,9376
1987-06-21,10599
1987-06-22,10720
1987-06-23,10547
1987-06-24,10404
1987-06-25,9594
1987-06-26,8318
1987-06-27,9406
1987-06-28,10606
1987-06-29,10939
1987-06-30,10624
1987-07-01,10657
1987-07-02,9684
1987-07-03,8259
1987-07-04,9381
1987-07-05,10891
1987-07-06,10754
1987-07-07,9266
1987-07-08,8829
1987-07-09,9091
1987-07-10,8278
1987-07-11,4182
1987-07-12,10612
1987-07-13,11106
1987-07-14,10650
1987-07-15,10280
1987-07-16,10441
1987-07-17,8295
1987-07-18,8087
1987-07-19,10446
1987-07-20,10963
1987-07-21,10619
1987-07-22,10403
1987-07-23,10678
1987-07-24,8502
1987-07-25,8080
1987-07-26,10866
1987-07-27,11389
1987-07-28,11217
1987-07-29,11187
1987-07-30,11628
1987-07-31,8688
1987-08-01,8146
1987-08-02,10589
1987-08-03,10533
1987-08-04,9097
1987-08-05,8107
1987-08-06,10417
1987-08-07,8821
1987-08-08,8286
1987-08-09,11298
1987-08-10,12237
1987-08-11,11388
1987-08-12,4105
1987-08-13,8898
1987-08-14,9219
1987-08-15,8536
1987-08-16,9101
1987-08-17,10519
1987-08-18,10748
1987-08-19,10496
1987-08-20,10458
1987-08-21,9582
1987-08-22,8520
1987-08-23,9219
1987-08-24,10534
1987-08-25,10357
1987-08-26,10539
1987-08-27,10599
1987-08-28,9695
1987-08-29,8291
1987-08-30,9208
1987-08-31,10383
1987-09-01,10624
1987-09-02,10567
1987-09-03,10468
1987-09-04,9771
1987-09-05,8477
1987-09-06,9279
1987-09-07,10541
1987-09-08,10854
1987-09-09,10630
1987-09-10,10728
1987-09-11,9841
1987-09-12,8621
